address,brand,city,dealer,lat,lng,phone,province,tel
中国湖北省襄阳市经济技术开发区深圳工业园A39 邮编：441100,mini,襄阳,襄阳宝泽汽车销售服务有限公司,32.122314,112.25565,0710-2177776,湖北,0710 2177777
湖南省长沙市岳麓区猴子石大桥西头二环线南侧（阳光壹佰国际新城对面）邮编： 410083,mini,长沙,长沙宝悦汽车服务有限公司,28.144776,112.945989,,湖南,0731-8997 8888
湖南省长沙市雨花区长沙大道688号 邮编410014,mini,长沙,长沙瑞宝汽车销售服务有限公司,28.175125,113.05429,0731-8291 8111,湖南,0731-8276 2666
"湖南省衡阳市蒸湘区外环西路杨柳汽车城二期1号
",mini,衡阳,衡阳市美宝行汽车销售服务有限公司,,,0734 2828 655,湖南,0734-2828777
吉林省长春市高新开发区硅谷大街3000号 邮编130012,mini,长春,长春汇宝汽车销售服务有限公司,43.826639,125.265385,0431-89851600,吉林,0431-8555 3456
江苏省常州市武进区常漕路、延政路口  武进汽车城B区，邮编 213164,mini,常州,常州宝尊汽车销售服务有限公司MINI分公司,31.69819,119.970521,0519-8888 8598,江苏,0519-8888 8598
江苏省淮安市清河新区旺旺路70号（223001）,mini,淮安,淮安润宝行汽车销售服务有限公司,33.619174,119.125249,0517-80858869,江苏,0517-80858890
江苏省江阴市五星路1688-1号,mini,江阴,江阴宝诚汽车销售服务有限公司,31.88955,120.321622,0510-80618361,江苏,0510-80661678
"江苏省昆山经济技术开发区昆嘉路1500号,215300	",mini,昆山,昆山骏宝行汽车销售服务有限公司,31.368996,121.082662,0512-36630888,江苏,0512-36638666
连云港市海州开发区郁洲南路1-1号 222000,mini,连云港,连云港之宝汽车销售服务有限公司,34.579524,119.209686,0518-83087755,江苏,0518-83087766
江苏省南京市秦淮区大明路278号,mini,南京,南京鹰之翼汽车销售服务有限公司,31.996689,118.809425,025-52646488,江苏,025-52646452
南京市鼓楼区汉中门大街309号,mini,南京,南京鹰之翼汽车销售服务有限公司,32.044736,118.735839,025-85236658,江苏,025-85236660
"江苏省南京市雨花台区雨花经济开发区雨花国际汽贸园, 210000
",mini,南京,南京万宝行汽车销售服务有限公司,,,,江苏,
"江苏省南通市青年中路159号 ,邮编226001",mini,南通,南通宝诚汽车销售服务有限公司,32.007527,120.931082,0513-8011 6655,江苏,0513-80106789     
江苏省苏州市吴中区吴东路2588号 邮编215124,mini,苏州,苏州宝信汽车销售服务有限公司,31.260653,120.664238,0512-6801 9196,江苏,0512-6801 9195
江苏省苏州市相城区太阳路2700号 邮编215133,mini,苏州,苏州骏宝行汽车销售服务有限公司,31.417864,120.631563,(0512)81888838,江苏,0512-8888 8889
无锡市滨湖区五湖大道11-1号 邮编：21407,mini,无锡,无锡宝诚汽车销售服务有限公司,31.537052,120.294247,0510-85021258,江苏,0510-85029966
徐州经济开发区三环东路北侧,mini,徐州,徐州宝景汽车销售服务有限公司,34.291574,117.247331,0516-83310310,江苏,0516-82026089
扬州市江都区长江路与黄海路口,mini,扬州,扬州宝华汽车销售服务有限公司,32.439775,119.61233,0514-86519552,江苏,0514-86100888
江苏省扬州市扬子江北路国际汽车城,mini,扬州,扬州信宝行汽车销售服务有限公司,32.453612,119.391786,0514-8527 1001,江苏,0514-8502 6666
江西省南昌市红谷滩新区红谷南大道2991号  邮编330038,mini,南昌,南昌万宝行汽车销售服务有限公司,28.668782,115.85538,0791-8211 0862,江西,0791-8213 9999
辽宁省鞍山市千山区西环路106号,mini,鞍山,鞍山华宝汽车销售服务有限公司,,,,辽宁,
辽宁省大连市沙河口区星海广场F区26号邮编116021,mini,大连,大连中升之宝汽车销售服务有限公司,38.893037,121.600123,0411-3976 7700,辽宁,0411-3976 7766
辽宁省锦州市凌河区解放东路20-1号 邮编121000,mini,锦州,锦州华宝汽车销售服务有限公司,,,,辽宁,
沈阳市浑南新区涌泉路1号(邮编: 110168),mini,沈阳,沈阳华宝汽车销售服务有限公司,41.730989,123.467971,024-2552 7977,辽宁,024-25527997
"辽宁省沈阳市铁西区北二中路18-2号，110015
",mini,沈阳,沈阳汇中宝汽车销售服务有限公司,41.819429,123.367492,024-88418888,辽宁,024-25123888
内蒙古自治区包头市稀土高新区稀土路41号,mini,包头,包头市宝泽汽车销售服务有限公司,40.63884006,109.8694392,0472-6183051,内蒙古自治区,0472-6183055
"赤峰市红山区桥北镇姚家洼居委会红山物流园区2号楼01011、01012（赤锡路131号、129号）, 024000",mini,赤峰,赤峰宝翔行汽车销售服务有限公司,,,,内蒙古自治区,
内蒙古自治区鄂尔多斯市东胜区塔拉豪镇塔拉豪汽车工业园 邮编017009,mini,鄂尔多斯,鄂尔多斯市顺宝行汽车销售服务有限公司,39.798639,110.11218,0477-8101640,内蒙古自治区,0477-8101640
呼和浩特市回民区海拉尔西路289号,mini,呼和浩特,呼和浩特市顺宝行汽车销售服务有限公司,40.830533,111.628168,0471-637 1080,内蒙古自治区,0471-637 1088
宁夏回族自治区银川市金凤工业园区   750000,mini,银川,银川宝辰行汽车销售服务有限公司,38.45262,106.157945,0951-8762020,宁夏自治区,"0951-8958111	0951-8762020"
宁夏银川市德胜工业园区109国道东侧53号，750200,mini,银川,宁夏金润宝汽车销售服务有限公司,38.549049,106.328993,0951-8989 123,宁夏自治区,0951-8868 888
青海省西宁市城中区同安路182号，810000,mini,西宁,西宁金岛新宝行汽车销售服务有限公司,36.525335,101.65571,,青海,0971-2212999
山东省济南市槐荫区济齐路89号滨河南路旁,mini,济南,济南万宝行之翼汽车销售服务有限公司,36.697738,116.950362,0531-8750 8788,山东,0531-8750 8788
济南市历下区经十东路奥体中心，中心商业街1号商业区1002室(西柳体育场东侧),mini,济南,济南万宝行汽车销售服务有限公司,36.66396,117.124183,0531-8750 8088,山东,0531-8750 8588
济宁西外环路美恒汽博城1号,mini,济宁,济宁中达任宝汽车销售服务有限公司,35.37645,116.536915,0573-274 8889,山东,0537-274 8888
山东省临沂市罗庄区沂河路与湖东路交汇处  邮编276000,mini,临沂,临沂宇宝行汽车销售服务有限公司,35.021835,118.298486,0539-277 6669,山东,0539-7091111
"山东省青岛市市北区南昌路156号,266100",mini,青岛,青岛中达燕京汽车销售服务有限公司,36.150392,120.436199,0532-8587 2828,山东,0532-8588 3636
山东省青岛市城阳区源水路888号，264000,mini,青岛,青岛宝景汽车销售服务有限公司,36.24529,120.435278,,山东,0532-67735333
青岛市市北区南昌路156号,mini,青岛,青岛中达燕京汽车销售服务有限公司市北分公司,,,,山东,
"山东省潍坊市高新区北海路719号           邮政编码：261071
",mini,潍坊,潍坊圣宝汽车销售服务有限公司,,,,山东,
烟台市芝罘区幸福北路72号,mini,烟台,烟台宝信汽车销售服务有限公司,37.586764,121.352321,0535-6863333,山东,0535-6863333
淄博市张店区山泉路68号,mini,淄博,淄博宝通汽车销售服务有限公司,36.782519,118.047509,0533-207 0183,山东,0533-2070183
"山西省太原市万柏林区迎泽西大街清光巷8号 ,邮编030024",mini,太原,太原宝诚汽车销售服务有限公司,37.861112,112.494954,0351-685 8278,山西,0351-782 6789
"陕西省西安市高新区科技四路190号, 710075",mini,西安,西安金花宝鼎汽车销售服务有限公司,34.22525427,108.8935961,029-88332382,陕西,029-68918880
陕西省西安市浐灞生态区北辰大道与欧亚三路东南角，710024,mini,西安,西安中升汇宝汽车销售服务有限公司,34.345351,109.003331,029-68227851,陕西,029-68229999 
上海市普陀区云岭西路638号 邮编：200333,mini,上海,上海普陀宝诚汽车销售服务有限公司,31.236855,121.373218,021-32508770,上海,021-52696789
上海市宝山区长江西路999号 邮编200431,mini,上海,上海宝诚中环汽车销售服务有限公司,31.346283,121.467904,021- 56992118,上海,021-56996789
"上海市闵行区浦江镇联航路1297号
",mini,上海,上海宝尊汽车服务有限公司,31.083996,121.532547,021-55888901,上海,021-55888555
"上海浦东沪南路2525号,邮编201315",mini,上海,上海凡德汽车销售服务有限公司,31.157714,121.57246,021-58129117,上海,021-31160123
上海市半淞园路168号(近苗江路口),mini,上海,上海凡德汽车销售服务有限公司,31.211253,121.505869,021-6319 1800,上海,021-51210123
"上海徐汇区龙吴路900号4幢 邮编：200232
",mini,上海,上海徐汇宝信汽车服务有限公司,31.158082,121.457208,021-34696009,上海,021-34693999
四川省成都市锦江区南三环路二段485号 邮编610066,mini,成都,成都锦泰宝驹汽车销售服务有限公司,30.600875,104.119799,028-8591 8981,四川,028-8591 2870 
"四川省成都市天府新区万安街道场镇社区中太路1号,610213
",mini,成都,成都蓉孚宝汽车销售服务有限公司,30.484128,104.121413,,四川,
中国.四川省成都市金牛区金科南路3号，邮编610036,mini,成都,成都宝悦汽车有限公司,30.719107,104.001758,028-8171 1999,四川,400-1800-888
四川成都市高新区火车南站西路1880号 邮编610042,mini,成都,四川中达成宝汽车销售有限公司,30.59438,104.032409,028-85173393,四川,028-85173383
四川省乐山市中区长青路999号  邮编：614000,mini,乐山,乐山长宝汽车销售服务有限公司,29.593984,103.724545,0833-249 7937,四川,0833-240 2666
泸州市蓝田轻工业园区川南国际汽车公园,mini,泸州,泸州宝源汽车销售服务有限公司,28.848252,105.434316,0830-6115116,四川,0830-6118888
四川省绵阳市高新区汽车博览中心B-6,mini,绵阳,绵阳中达成宝汽车销售服务有限公司,31.471246,104.627858,,四川,0816-2535555
四川省南充市高坪区航空港工业集中区东顺路 邮编:637000,mini,南充,南充宝源汽车销售服务有限公司,30.775095,106.176354,0817-6050001,四川,0817-8112999
天津市空港物流加工区环河北路70号，300318,mini,天津,天津天宝汽车销售服务有限公司,39.16654,117.387453,022-2726 9388,天津,022-8401 7777
天津市经济技术开发区第五大街59号，300457,mini,天津,天津荣宝行汽车销售服务有限公司,39.04817,117.717413,,天津,
天津市西青经济开发区赛达世纪大道6号，邮编：300385,mini,天津,天津市英悦汽车销售服务有限公司,38.992018,117.270983,022-8783 1666,天津,022 87831555
天津市西青经济开发区赛达世纪大道6号，邮编：300385,mini,天津,天津英悦汽车销售服务有限公司,38.992018,117.270983,,天津,
"拉萨市柳梧新区世纪大道           邮编：850000
",mini,拉萨,拉萨万宝行汽车销售服务有限公司,29.637161,91.086579,,西藏,
新疆乌鲁木齐市经济技术开发区喀纳斯湖北路621号,mini,乌鲁木齐,乌鲁木齐燕宝汽车销售服务有限公司,43.858873,87.490275,0991-6697088,新疆维吾尔自治区,0991-6697888
云南省大理市凤仪镇千户营村丰赢汽车城,mini,大理,大理宝远汽车销售服务有限公司,25.00355004,102.6852652,0872-2323211,云南,0872-2323211
"云南省昆明市五华区滇缅大道2626号,650108",mini,昆明,昆明宝瀚汽车销售服务有限公司,25.066134,102.655997, 0871-68263851,云南,0871-67120000
云南省昆明市广福路217号 邮编：650228,mini,昆明,昆明宝远汽车销售服务有限公司,25.004638,102.684356,,云南,0871-64140222
昆明市东三环虹桥立交桥,mini,昆明,云南宝悦汽车贸易有限公司,25.046684,102.782736,0871-3839198,云南,0871 63858811
云南省曲靖市子午路麒麟中央商务区曲靖宝凯4S店,mini,曲靖,曲靖宝凯汽车销售服务有限公司,,,,云南,
杭州市拱墅区沈半路506号4幢一楼,mini,杭州,浙江金昌宝湖汽车有限公司,30.334346,120.124238,0571-87608200,浙江,0571-87602222
浙江省杭州市滨江区江陵路1740号 邮编310051,mini,杭州,杭州骏宝行汽车销售服务有限公司,30.212853,120.224434,0571-2802 8066,浙江,0571-2802 8000
浙江省湖州市吴兴区湖织大道818号,mini,湖州,湖州宝景汽车销售服务有限公司,30.890539,120.159783,,浙江,0572-2530113
嘉兴海宁市文苑路389号,mini,嘉兴,嘉兴宝华汽车销售服务有限公司,30.550519,120.68757,0573-8727 3808,浙江,0573-8725 5888
"浙江省嘉兴市南湖区由拳路3910号 邮编314051
",mini,嘉兴,嘉兴骏宝行汽车销售服务有限公司,,,,浙江,
浙江省金华市金东区赤松镇金华汽车城3S-5号,mini,金华,金华金昌宝顺汽车销售服务有限公司,29.147411,119.697281,0579-83015599,浙江,0579-83015588
"丽水市庆春街767号
 邮编 323000",mini,丽水,丽水宝顺行汽车销售服务有限公司,28.469942,119.93725,0578-265 6650,浙江,0578-261 9999
浙江省临海市靖江南路116号 邮编：317000,mini,临海,临海宝诚汽车销售服务有限公司,28.827609,121.157917,0575-81189363,浙江,0576-8579 6789
宁波市江北区东昌路399号,mini,宁波,宁波金昌宝湖汽车销售服务有限公司,29.925,121.609,0574-87651356,浙江,0574-87639888
浙江省宁波市鄞州区下应北路288号,mini,宁波,宁波宝恒汽车销售服务有限公司,29.83335847,121.6052502,0574-8781 7298,浙江,0574-89139199
浙江省衢州市衢江区振兴东路555号,mini,衢州,衢州宝驿汽车销售服务有限公司,28.979254,118.971783,0570-807 9777,浙江,0570- 807 9999
绍兴市袍江新区中心大道康宁路口，邮编312000,mini,绍兴,绍兴宝顺汽车销售服务有限公司,30.10061,120.615083,0575-88159999,浙江,0575-85098666
浙江省绍兴柯北金柯桥大道2899号 邮编： 312080,mini,绍兴,绍兴宝晨汽车销售服务有限公司,30.129175,120.525863,0575-8118 9363,浙江,0575-8118 3391
中国浙江省台州市东环大道707号,mini,台州,台州宝诚汽车销售服务有限公司,28.644695,121.432039,0576-81890123,浙江,0576-81897789
浙江省台州市路桥区西迎宾大道11号,mini,台州,台州好德宝汽车服务有限公司,28.561244,121.388141,0576-8253 0789,浙江,0576-8292 3988
浙江省温州市龙湾区蒲州街道高一路23号，325000,mini,温州,温州好德宝汽车服务有限公司,27.967956,120.741327,0577-5588 9999,浙江,0577-55889999
"浙江省义乌市后宅街道神舟路699号，322000
",mini,义乌,义乌信通宝汽车销售服务有限公司,,,,浙江,
