address,brand,city,dealer,lat,lng,phone,province,tel
"株洲市天元区汽车博览园内广汽路交汇处
",acura,株洲,广汽Acura株洲顺熙店,27.823436,113.063495,0731-22226611,湖南,
"东莞市常平镇苏坑村常朗路318号
",acura,东莞,广汽Acura东莞常平店,0,0,0769-22888350,广东,
"东莞市南城区莞太路周溪路口聚成讴歌4S店
",acura,东莞,广汽Acura东莞聚成店,22.998916,113.7268,0769-22409333,广东,
"东莞市寮步镇国际汽车城4号路
",acura,东莞,广汽Acura东莞顺熙店,23.010588,113.854518,0769-82873999,广东,
泰州市医药高新区泰高路国际汽车城广汽讴歌泰州宝苑店,acura,泰州,广汽Acura泰州宝苑店,32.4260967,119.90793,0523-89896666,江苏,
"盐城市盐都区新区开元路39号
",acura,盐城,广汽Acura盐城吉田店Acura销售体验中心,33.335106,120.142362,0515-88156168,江苏,
"南京市江宁区东山街道润麒路16号
",acura,南京,广汽Acura南京东麒路店,31.988484,118.880898,025-66629988,江苏,
"贵阳市花溪区孟关国际汽贸城乾通汇睿讴歌4S店
",acura,贵阳,广汽Acura贵阳孟关店,26.405672,106.751518,0851-83712000,贵州,
"惠州市惠城区惠博沿江路金山汽车城
",acura,惠州,广汽Acura惠州德意江北店,23.138643,114.400681,0752-5869222,广东,
"惠州市惠城区三栋镇惠南大道边田心村路段
",acura,惠州,广汽Acura惠州长荣店,23.004276,114.446474,0752-5702666,广东,
"常熟市三环北路258号
",acura,常熟,广汽Acura常熟苏新店,31.68888,120.733371,0512-52053555,江苏,
"连云港市海州区解放东路318号振兴汽车城内（广汽本田4S店）
",acura,连云港,广汽Acura连云港骏力店Acura销售体验中心,34.647467,119.199931,0518-85819975,江苏,
"苏州市高新区金山路98号（原王子妮飘纸业，有轨电车珠江路转角）
",acura,苏州,广汽Acura苏州苏新店,31.300678,120.541802,0512-68020666,江苏,
"晋江市世纪大道1048号
",acura,晋江,广汽Acura泉州润通店,24.834684,118.579859,0595-68585333,福建,
"西宁市城北区海湖大道56号
",acura,西宁,广汽Acura西宁嘉瑞隆店,36.710258,101.746897,0971-7799888 ,青海,
"无锡市锡山区先锋中路25-5号
",acura,无锡,广汽Acura无锡先锋路店,,,0510-83219919,江苏,
"南宁市高新区科园大道与科园西九路交汇处
",acura,南宁,广汽Acura南宁科园大道店,22.863367,108.277719,0771-3811138,广西,
"大连市沙河口区星海大观F座4-1
",acura,大连,广汽Acura大连星海广场店,38.893412,121.597703,0411-82119999,辽宁,
"镇江市润州区火车站南广场（常发广场对面）
",acura,镇江,广汽Acura镇江城际广场店,32.202063,119.439563,0511-88906666,江苏,
"沈阳市浑南西路137号
",acura,沈阳,广汽Acura沈阳浑南店,41.728621,123.404216,024-88789999,辽宁,
"绍兴市柯桥区钱陶公路汽车4S店一条街（万达广场往东500米）
",acura,绍兴,广汽Acura绍兴广成店,30.097171,120.523503,0575-85668000,浙江,
"温州市龙湾区机场大道屿田段讴歌4S店（老二手车市场内）
",acura,温州,广汽Acura温州正能店,27.992704,120.746489,0577-85626688,浙江,
"温州市苍南县灵溪新104国道旁
",acura,温州,广汽Acura温州五田店,27.522646,120.403229,0577-64707666,浙江,
"肇庆市端州区321国道北侧（肇庆学院路口往火车站方向200米）
",acura,肇庆,广汽Acura肇庆端州店,0,0,0758-2717992,广东,
"湖州市吴兴区蜀山路2969号-2
",acura,湖州,广汽Acura湖州广成店,30.89178,120.161849,0572-2921116,浙江,
"天津市空港经济区汽车园中路9号
",acura,天津,广汽Acura天津空港店,39.165716,117.375753,022-58961000,天津,
"淄博市张店区山泉路77号
",acura,淄博,广汽Acura淄博久通店,36.780431,118.048672,0533-2715197,山东,
"兰州市安宁区北滨河西路沙井驿汽车物流园金穗康讴歌店
",acura,兰州,广汽Acura兰州金穗康店,36.146709,103.632147,0931-7618333,甘肃,
"哈尔滨市群力新区天平路17号
",acura,哈尔滨,广汽Acura哈尔滨长青博实店,45.714394,126.520034,0451-58561555,黑龙江,
"台州市路桥区泰隆街1388号
",acura,台州,广汽Acura台州路桥店,28.593466,121.39986,0576-82281111,浙江,
"玉溪市红塔区太极路中段（亚太国际汽车城对面）
",acura,玉溪,广汽Acura玉溪诚田店,0,0,13988437555,云南,
"济南市历下区工业南路71-8号
",acura,济南,广汽Acura济南胜华店,36.683974,117.107643,0531-87951666,山东,
"青岛市四方区重庆南路176号甲
",acura,青岛,广汽Acura青岛安华店,36.12769,120.392503,0532-86120888/666,山东,
"济宁市高新区同济路北首路西
",acura,济宁,广汽Acura济宁鸿基店Acura销售体验中心,0,0,0537-2345888,山东,
"昆明市盘龙区东三环路呼马山车市讴歌店
",acura,昆明,广汽Acura昆明东三环店,25.058733,102.772837,0871-65691998,云南,
"临沂市罗庄区沂河路201号
",acura,临沂,广汽Acura临沂翔宇店,35.024093,118.305982,0539-8312118,山东,
"福州市闽侯县尚干镇青口汽车城一期内（建发讴歌4S店）
",acura,福州,广汽Acura福州建发店,25.9233,119.387043,0591-88067555,福建,
"太原市小店区平阳南路66号小马村北500米路东
",acura,太原,广汽Acura太原平阳路店 ,37.790488,112.558123,0351-7022888,山西,
"义乌市后宅街道汽车城A馆
",acura,义乌,广汽Acura义乌高歌店,29.368431,120.053659,0579-89925999 ,浙江,
"宁波市鄞州区下应北路626号
",acura,宁波,广汽Acura宁波东湖店,29.826458,121.602496,0574-88375555,浙江,
"佛山市顺德区大良105国道新松路段（广东省特种设备检测所旁）
",acura,佛山,广汽Acura广东顺德店,22.85974,113.240504,0757-22339999,广东,
"佛山市禅城区南庄镇樵乐路新屋地段
",acura,佛山,广汽Acura佛山禅城店,22.960608,113.041068,0757-66688839,广东,
"佛山市南海区海八路桂江立交桥侧东南侧
",acura,佛山,广汽Acura佛山南海店,23.07278,113.14996,0757-86259999,广东,
"杭州市萧山区通惠北路479号
",acura,杭州,广汽Acura广成萧山店,30.213529,120.293947,0571-86799166,浙江,
"杭州市拱墅区东教路619号
",acura,杭州,广汽Acura杭州广成西子店,30.335022,120.158929,0571-88014111,浙江,
